APELLIDOS Y NOMBRE,BANCADA,REGIÓN,SEDE,Nº CASO,ACTUALIZACIÓN,SITUACIÓN,DELITO
"COSTA SANTOLALLA, GINO FRANCISCO",Morado,Lima,53° Fiscalia Provincial Penal De Lima,"00506010153-2009-
0002100000","Jun 30, 2009",Derivado,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA )
"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,02º Fiscalia  Provincial Mixta De Villa El Salvador(Desact),"00506010622-2007-
0001960000","Jun 23, 2009",Archivo Definitivo,CONTRA EL PATRIMONIO
"RIVERA GUERRA, WALTER JESÚS",Acción Popular,Lima,01º Fiscalia Provincial Penal De Santa Anita,"03406010101-2006-
0007820000","May 22, 2009",Archivo Definitivo,APROPIACION ILICITA(BIEN.MUEB.SUM.DINER)
"LIZÁRRAGA HOUGHTON, CAROLINA",Morado,Lima,05° Fiscalia Especializada Anticorrupcion,"00507012906-2008-
0000240000","May 18, 2009",Archivo Definitivo,DELITO CONTRA LA ADMINISTRACION PUBLICA
"DIOSES GUZMÁN, LUIS REYMUNDO",Somos Perú,Piura,02º Fiscalia Superior Penal De Liquidacion De Piura,"02605060604-2009-
0002720000","May 18, 2009",Queja Resuelta,PECULADO
"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",Acción Popular,Ancash,02º Fiscalia Provincial En Lo Penal De Lima,"00506010102-2008-
0004920000","Apr 27, 2009",Archivo Definitivo,ABUSO DE AUTORIDAD
"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050010","Mar 6, 2009",Con Dictamen,HOMICIDIO
"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050011","Mar 6, 2009",Con Dictamen,HOMICIDIO
"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050012","Mar 6, 2009",Con Dictamen,HOMICIDIO
"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050013","Mar 6, 2009",Con Dictamen,HOMICIDIO
"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050014","Mar 6, 2009",Con Dictamen,HOMICIDIO
"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,Arequipa,06° Fiscalia Especializada Anticorrupcion,"00507012901-2007-
0000520000","Mar 3, 2009",Con Dictamen,ABUSO DE AUTORIDAD
"CÉSPEDES CÁRDENAS, MARÍA TERESA",Frepap,Lima,2° Fiscalia Provincial Mixta De Carabayllo-Modulo Basico De Justicia,"00606020611-2007-
0003050000","Jan 26, 2009",Archivo Definitivo,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (ATENT.C/ACTOS DE FUNCION)
"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",Acción Popular,Ancash,19º Fiscalia Provincial En Lo Penal De Lima,"00506010119-2007-
0004350000","Jan 16, 2009",Archivo Definitivo,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA )
"TITO ORTEGA, ERWIN",Fuerza Popular,Junín,04º Fiscalia Provincial Penal De Huancayo,"02206010104-2007-
0007650000","Dec 5, 2008",Archivo Definitivo,CONCUSION (EXACCION)
"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,2ª Fiscalia Provincial De Prevencion Del Delito Lima- Norte,"00606020607-2008-
0003480000","Nov 27, 2008",Archivo Definitivo,USURPACION (DESTRUCCION.ALTERAC.LIMITES)
"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,2ª Fiscalia Provincial De Prevencion Del Delito Lima- Norte,"00606020607-2008-
0002110000","Nov 14, 2008",Archivo Definitivo,PECULADO (APROP.O.UTILIZAC.DE.CAUDALES)
"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,Arequipa,06° Fiscalia Especializada Anticorrupcion,"00507012901-2007-
0000520001","Nov 4, 2008",Con Dictamen,ABUSO DE AUTORIDAD
"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,01°Fiscalia Provincial Mixta De Puente Piedra,"00606020613-2008-
0007970000","Oct 30, 2008",Derivado,USURPACION
"SIMEÓN HURTADO, LUIS CARLOS",Acción Popular,Pasco,03º Fiscalia Provincial De Familia De Lima,"00506010703-2008-
0000640000","Sep 17, 2008",Archivo Definitivo,MALTRATO FISICO
"BARRIONUEVO ROMERO, BETTO",Somos Perú,Ancash,Fiscalia Provincial Mixta De Sihuas,"01306160601-2008-
0000840000","Sep 8, 2008",Con Resolucion Emitida,FALSIFICACION DE DOCUMENTOS EN GENERAL
"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,01°Fiscalia Provincial Mixta De Puente Piedra,"00606020613-2008-
0006420001","Aug 12, 2008",Exped. Pendiente,CONTRA LA FUNCIÓN JURISDICCIONAL (ENCUBRIMIENTO REAL)
"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",Acción Popular,Ancash,04º Fiscalia Superior En Lo Penal De Lima,"00506010113-2006-
0004560001","Jul 1, 2008",Con Dictamen,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA )
"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,03º Fiscalia Superior Penal De Lambayeque,"02406070106-2006-
0000840001","May 7, 2008",Con Dictamen,VIOLACIÓN A LA LIBERTAD AL TRABAJO (RET.REMUNERAC.O.INDEMNIZACIONES)
"LIZÁRRAGA HOUGHTON, CAROLINA",Morado,Lima,46ºfiscalia Provincial En Lo Penal De Lima,"00506010146-2008-
0001820000","Apr 18, 2008",Derivado,ABUSO DE AUTORIDAD (OMISION Y REHUS.RETARD.ACTO.OFIC.)
"ESPINOZA VELARDE, YEREMI ARON",Podemos,Lima,47ºfiscalia Provincial En Lo Penal De Lima,"00506010147-2003-
0001620000","Apr 17, 2008",Archivo Definitivo,CONTRABANDO (D.TRIB.)
"VEGA ANTONIO, JOSÉ ALEJANDRO",UPP,Lima,43º Fiscalia Provincial En Lo Penal De Lima,"00506010143-2006-
0000520000","Apr 15, 2008",Archivo Definitivo,CONTRA LA FE PUBLICA (FALSEDAD IDEOLOGICA)
"ANCALLE GUTIERREZ, JOSÉ LUIS",Frente Amplio,Arequipa,01º Fiscalia Provincial De Familia De Arequipa,"01506010701-2008-
0004000000","Apr 4, 2008",Con Dictamen,ALIMENTOS
"VÁSQUEZ TAN, GRIMALDO",Somos Perú,Amazonas,01º Fiscalia Provincial Mixta De Chachapoyas,"01206010601-2007-
0001780000","Mar 10, 2008",Archivo Definitivo,ABUSO DE AUTORIDAD
"PUÑO LECARNAQUE, NAPOLEÓN",APP,Tumbes,1º Fiscalia Provincial Mixta De Tumbes,"03506090601-2007-
0007780000","Dec 31, 2007",Con Dictamen,INDEMNIZACION
"PUÑO LECARNAQUE, NAPOLEÓN",APP,Tumbes,1º Fiscalia Provincial Mixta De Tumbes,"03506090602-2007-
0002270000","Dec 10, 2007",Denuncia Pendiente,ABUSO DE AUTORIDAD
"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,Arequipa,28º Fiscalia Provincial En Lo Penal De Lima,"00506010128-2007-
0000520000","Nov 21, 2007",Derivado,COACCION
"ALENCASTRE MIRANDA, HIRMA NORMA",Somos Perú,Ancash,FISCALIA ESPECIALIZADA EN PREVENCION DEL DELITO DE SANTA,"03107010901-2007-
0000470000","Nov 12, 2007",ARCHIVO DEFINITIVO,CONTRA LA SALUD PUBLICA
"PUÑO LECARNAQUE, NAPOLEÓN",APP,Tumbes,1º Fiscalia Provincial Mixta De Tumbes,"03506090601-2007-
0002140000","Nov 7, 2007",Con Result.  Investigacion Policial,CONCUSION (COLUSION ILEGAL)
"GONZALES TUANAMA, CÉSAR",Somos Perú,Ucayali,02º Fiscalia Prov. Mixta De C.P,"03006010602-2007-
0004460000","Oct 10, 2007",Derivado,MALTRATO SICOLOGICO
"ALMERI VERAMENDI, CARLOS ALBERTO",Podemos,Lima Provincias,04º Fiscalia Provincial Mixta De Tacna,"02906010604-2006-
0007620000","Sep 25, 2007",Archivo Definitivo,ABUSO DE AUTORIDAD
"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,05º Fiscalia Provincial Penal De Chiclayo,"02406070105-2006-
0005470000","Aug 13, 2007",Con Rubrica,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOB.Y.RESIST.A.ORDEN.OFICIAL)
"MAQUERA CHAVEZ, HÉCTOR SIMON",UPP,Tacna,Juzgado Penal De Turno Permanente.De Lima,"OFICIO NRO, 831 DEL 2005 HMG –JPTPL.","Jul 24, 2007","Establecimiento Penal :
E.P. Reos En Carcel Castro Castro.","CONTRA LA SEGURIDAD PUBLICA, SUSTRACCION O ARREBATO  DE ARMAS DE FUEGO, CONTRA LOS PODERES DEL ESTADO Y EL  ORDEN CONSTITUCIONAL. CONTRA LA LIBERTAD PERSONAL –SECUESTRO."
"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,09º Fiscalia Provincial Penal De Chiclayo,"02406070109-2006-
0005960000","Jun 15, 2007",Con Dictamen,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD
"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,02ºfiscalia Provincial Mixta De Puente Piedra,"00606020614-2007-
0000660000","May 31, 2007",Archivo Definitivo,HOMICIDIO (CULPOSO)
"CÉSPEDES CÁRDENAS, MARÍA TERESA",Frepap,Lima,08º Fiscalia Provincial En Lo Penal De Lima-Norte,"00606010108-2007-
0002540000","May 15, 2007",Derivado,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (ATENT.C/ACTOS DE FUNCION)
"PICHILINGUE GOMEZ, MARCOS ANTONIO",Fuerza Popular,Callao,02 º Fiscalia Provincial En Lo Penal Del Callao,"00906010103-2002-
0001350000","Apr 23, 2007",Con Dictamen,APROPIACION ILICITA
"PICHILINGUE GOMEZ, MARCOS ANTONIO",Fuerza Popular,Callao,31º Fiscalia Provincial En Lo Penal De Lima,"00507011343-1999-
0006010000","Apr 17, 2007",Con Rubrica,ESTAFA
"CHEHADE MOYA, OMAR KARIM",APP,Lima,02º Fiscalia Provincial En Lo Penal De Lima,"00506010102-2005-
0002910000","Apr 9, 2007",Archivo Definitivo,ABUSO DE AUTORIDAD
"PUÑO LECARNAQUE, NAPOLEÓN",APP,Tumbes,2º Fiscalia Provincial Mixta De Tumbes,"03506090602-2002-
0003870000","Mar 22, 2007",Archivo Definitivo,ABUSO DE AUTORIDAD
"TITO ORTEGA, ERWIN",Fuerza Popular,Junín,04º Fiscalia Provincial Penal De Huancayo,"02206010104-2006-
0004660000","Mar 13, 2007",Archivo Definitivo,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA )
"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,Arequipa,01° Fiscalia Provincial Prevencion Del Delito,"00507010951-2007-
0001710000","Mar 13, 2007",Archivo Definitivo,ABUSO DE AUTORIDAD
"CHEHADE MOYA, OMAR KARIM",APP,Lima,02º Fiscalia Provincial En Lo Penal De Lima,"00506010102-2005-
0004420000","Mar 5, 2007",Archivo Definitivo,CONTRA LA FUNCIÓN JURISDICCIONAL (FALSA DENUNCIA)
"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050009","Feb 6, 2007",Con Dictamen,HOMICIDIO
"DIOSES GUZMÁN, LUIS REYMUNDO",Somos Perú,Piura,1º Fiscalia Superior Mixta De Piura,"02605060601-2006-
0007340000","Feb 5, 2007",Con Resolucion Emitida,ESTAFA
"TITO ORTEGA, ERWIN",Fuerza Popular,Junín,04º Fiscalia Provincial Penal De Huancayo,"02206010104-2006-
0002800000","Jan 31, 2007",Archivo Definitivo,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA )
"DIOSES GUZMÁN, LUIS REYMUNDO",Somos Perú,Piura,1º Fiscalia Superior Mixta De Piura,"02605060601-2007-
0000050000","Jan 29, 2007",Con Resolucion Emitida,ESTAFA (SIMULACION DE JUICIO)
"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050008","Jan 18, 2007",Con Dictamen,HOMICIDIO
"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050007","Nov 21, 2006",Con Dictamen,HOMICIDIO
"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050006","Nov 21, 2006",Con Dictamen,HOMICIDIO
"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050005","Nov 21, 2006",Con Dictamen,HOMICIDIO
"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,03º Fiscalia Superior Penal De Lambayeque,"02406070108-2006-
0003620000","Nov 17, 2006",Con Dictamen,APROPIACION ILICITA(BIEN.MUEB.SUM.DINER)
"CHAIÑA CONTRERAS, HIPÓLITO",UPP,Arequipa,08º Fiscalia Provincial Penal De Arequipa,"01506010108-2005-
0011220000","Oct 2, 2006",Archivo Definitivo,LESIONES
"PUÑO LECARNAQUE, NAPOLEÓN",APP,Tumbes,Fiscalia Superior Mixta De Tumbes,"03505090601-2004-
0005510000","Sep 15, 2006",Con Dictamen,CONCUSION (EXACCION)
"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050004","Sep 14, 2006",Con Dictamen,HOMICIDIO
"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050003","Sep 14, 2006",Con Dictamen,HOMICIDIO
"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050002","Sep 14, 2006",Con Dictamen,HOMICIDIO
"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050001","Sep 14, 2006",Con Dictamen,HOMICIDIO
"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,09º Fiscalia Provincial Penal De Chiclayo,"02406070109-2006-
0001850000","Sep 12, 2006",Con Dictamen,ABUSO DE AUTORIDAD. (OMISION Y REHUS.RETARD.ACTO.OFIC.)
"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,07º Fiscalia Provincial En Lo Penal De Lima-Norte,"00606010107-2006-
0002430000","Sep 5, 2006",Derivado,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA )
"PUÑO LECARNAQUE, NAPOLEÓN",APP,Tumbes,Fiscalia Superior Mixta De Tumbes,"03506090602-2004-
0002760000","Sep 5, 2006",Con Dictamen,ABUSO DE AUTORIDAD
"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,07º Fiscalia Provincial Penal De Chiclayo,"02406070107-2005-
0006220000","Aug 31, 2006",Archivo Definitivo,CONTRA LA PAZ PUBLICA (APOLOGIA DEL DELITO O PERSONA)
"TITO ORTEGA, ERWIN",Fuerza Popular,Junín,05º Fiscalia Provincial Penal De Huancayo,"02206010105-2005-
0008250000","Aug 29, 2006",Archivo Definitivo,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA )
"ANCALLE GUTIERREZ, JOSÉ LUIS",Frente Amplio,Arequipa,01º Fiscalia Provincial De Familia De Arequipa,"01506010701-2006-
0007100000","Jun 15, 2006",Archivo,MALTRATO SICOLOGICO
"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,2º Fiscalia Provincial Mixta De Tumbes,"03506090602-2006-
0000880000","Jun 7, 2006",Archivo Definitivo,ABUSO DE AUTORIDAD (OMISION Y REHUS.RETARD.ACTO.OFIC.)
"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,21º Fiscalia Provincial En Lo Penal De Lima,"00506010129-2003-
0005340000","Mar 23, 2006",Con Dictamen,DAÑOS
"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,38º Fiscalia Provincial En Lo Penal De Lima,"00506012802-2005-
0000050000","Mar 14, 2006",Con Dictamen,HOMICIDIO
"PUÑO LECARNAQUE, NAPOLEÓN",APP,Tumbes,2º Fiscalia Provincial Mixta De Tumbes,"03506090602-2001-
0006910000","Jan 16, 2006",Con Dictamen,PECULADO (APROP.O.UTILIZAC.DE.CAUDALES)
"TITO ORTEGA, ERWIN",Fuerza Popular,Junín,03º Fiscalia Provincial De Familia Y Civil De Huancayo,"02206010603-2005-
0009110000","Jan 5, 2006",Con Dictamen,ALIMENTOS
"VIVANCO REYES, MIGUEL ANGEL",Fuerza Popular,La Libertad,Fiscalia Provincial Mixta Del Modulo Basico De Justicia De La Esperanza,"02306010600-2005-
0006970000","Jan 4, 2006",Con Demanda,MALTRATO FISICO
"CHAIÑA CONTRERAS, HIPÓLITO",UPP,Arequipa,01º Fiscalia Provincial De Familia De Arequipa,"01506010701-2005-
0016750000","Dec 30, 2005",Con Demanda,MALTRATO FISICO
"MERINO LOPEZ, OMAR",APP,Apurímac,01º Fiscalia Provincial Penal De Abancay,"01406010101-2005-
0005010000","Dec 7, 2005",Archivo Definitivo,ABUSO DE AUTORIDAD (ABANDONO DE SERVICIO)
"PUÑO LECARNAQUE, NAPOLEÓN",APP,Tumbes,1º Fiscalia Provincial Mixta De Tumbes,"03506090601-2005-
0005240000","Nov 21, 2005",Archivo Definitivo,FALSEDAD IDEOLOGICA
"MERINO LOPEZ, OMAR",APP,Apurímac,01º Fiscalia Provincial Penal De Abancay,"01406010101-2005-
0004740000","Nov 21, 2005",Archivo Definitivo,CONDUCTAS QUE ATENTAN CONTRA LA SEGURIDAD PUBLICA
"PUÑO LECARNAQUE, NAPOLEÓN",APP,Tumbes,1º Fiscalia Provincial Mixta De Tumbes,"03506090601-2004-
0000300000","Oct 25, 2005",Archivo Definitivo,ABUSO DE AUTORIDAD
"PUÑO LECARNAQUE, NAPOLEÓN",APP,Tumbes,2º Fiscalia Provincial Mixta De Tumbes,"03506090602-2002-
0003710000","Sep 28, 2005",Archivo Definitivo,ABUSO DE AUTORIDAD
"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,05º Fiscalia Provincial Penal De Chiclayo,"02406070105-2005-
0001230001","Sep 27, 2005",Con Dictamen,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOB.Y.RESIST.A.ORDEN.OFICIAL)
"PUÑO LECARNAQUE, NAPOLEÓN",APP,Tumbes,1º Fiscalia Provincial Mixta De Tumbes,"03506090601-2004-
0002070000","Sep 16, 2005",Archivo Definitivo,ABUSO DE AUTORIDAD
"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,03º Fiscalia Provincial En Lo Penal De Lima-Norte,"00606010103-2004-
0003730000","Aug 10, 2005",Archivo Definitivo,ABUSO DE AUTORIDAD
"COSTA SANTOLALLA, GINO FRANCISCO",Morado,Lima,43º Fiscalia Provincial En Lo Penal De Lima,"00506010143-2005-
0004780000","Aug 1, 2005",Archivo Definitivo,ABUSO DE AUTORIDAD (OMISION Y REHUS.RETARD.ACTO.OFIC.)
"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,05º Fiscalia Provincial Penal De Chiclayo,"02406070105-2005-
0001230000","Jul 26, 2005",Con Dictamen,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOB.Y.RESIST.A.ORDEN.OFICIAL)
"CHÁVEZ COSSÍO, MARTHA GLADYS",Fuerza Popular,Lima,03º Fiscalia Provincial En Lo Penal De Lima,"00506010103-2005-
0003150000","Jul 20, 2005",Derivado,ABUSO DE AUTORIDAD (OMISION Y REHUS.RETARD.ACTO.OFIC.)
"SIMEÓN HURTADO, LUIS CARLOS",Acción Popular,Pasco,01° Fiscalia Provincial Civil Y Familia De Huanuco,"02006010604-2005-
0006570000","Jul 15, 2005",Con Demanda,MALTRATO SICOLOGICO
"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,Juzgado Penal De Turno Permanente.,"OFICIO NRO, 831 DEL 2005 HMG –JPTPL.","Jan 19, 2005",Establecimiento Penal :    E.P. Castro Castro.,"SECUESTRO, SUSTRACCION O ARREBATO DE ARMAS DE FUEGO, REBELION"
CHAVARRIA VILCATOMA ROBERTO CARLOS,UPP,Junín,Juzgado Penal De Turno Permanente.,"OFICIO NRO, 831 DEL 2005 HMG –JPTPL.","Jan 19, 2005","Establecimiento Penal :
E.P. Reos En Carcel Castro Castro.","CONTRA LA SEGURIDAD PUBLICA, SUSTRACCION O ARREBATO  DE ARMAS DE FUEGO, CONTRA LOS PODERES DEL ESTADO Y EL   ORDEN CONSTITUCIONAL"
"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,Juzgado Penal De Turno Permanente.,"OFICIO NRO, 831 DEL 2005 HMG –JPTPL.","Jan 18, 2005",Establecimiento Penal :    E.P. Reosn En Carcel Castro Castro.,"CONTRA LA SEGURIDAD PUBLICA, SUSTRACCION O ARREBATO  DE ARMAS DE FUEGO, CONTRA LOS PODERES DEL ESTADO Y EL  ORDEN CONSTITUCIONAL"
"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,Huancavelica,Juzgado Penal Permanente De Turno De Lima,OFICIO NRO. 831,"Jan 17, 2005",Anulado,ANTECEDENTE POR SECUESTRO
"MAQUERA CHAVEZ, HÉCTOR SIMON",UPP,Tacna,Juzgado Penal De Turno Permanente De Lima,OFICIO N° 831,"Jan 17, 2005",Anulado,ANTECEDENTE POR SECUESTRO
CHAVARRIA VILCATOMA ROBERTO CARLOS,UPP,Junín,Juzgado Penal Permanente De Turno De Lima,OFICIO NRO. 831,"Jan 17, 2005",Vigente,ANTECEDENTE POR SECUESTRO
"MAQUERA CHAVEZ, HÉCTOR SIMON",UPP,Tacna,2° Fiscalia Provincial Especializada En Delitos Contra El Terrorimso,N° DENUNCIA: 005-2005,"Jan 4, 2005",Detencion,DELITO: CONTRA PODER DEL ESTADO Y ORDEN CONSTITUCIONAL
CHAVARRIA VILCATOMA ROBERTO CARLOS,UPP,Junín,Fiscalía: 2° Fiscalia Provincial Especializada En Delitos Contra El Terrorismo,"N° DENUNCIA: 005-
2005","Jan 4, 2005",Detencion,DELITO: CONTRA PODER DEL ESTADO Y ORDEN CONSTITUCIONAL
"ESPINOZA VELARDE, YEREMI ARON",Podemos,Lima,03º Fiscalia Provincial En Lo Penal De Lima,"00506010103-2003-
0001360000","Dec 27, 2004",Archivo Definitivo,FRAUDE EN LA ADMINISTRACION DE PERSONA JURIDICA
"ESPINOZA VELARDE, YEREMI ARON",Podemos,Lima,30º Fiscalia Provincial En Lo Penal De Lima,"00506010130-2004-
0006330000","Dec 17, 2004",Denuncia Pendiente,LIBRAMIENTOS INDEBIDOS (CHEQUES SIN FONDOS)
"RUÍZ PINEDO, ROLANDO RUBÉN",Acción Popular,San Martín,02º Fiscalia Provincial Mixta De Moyobamba,"02806010602-2004-
0002280000","Aug 19, 2004",Archivo Definitivo,APROPIACION ILICITA(BIEN.MUEB.SUM.DINER)
"DIOSES GUZMÁN, LUIS REYMUNDO",Somos Perú,Piura,2º Fiscalia Provincial Penal De Piura,"02606060102-2004-
0003630000","Aug 16, 2004",Derivado,ABUSO DE AUTORIDAD
"BARRIONUEVO ROMERO, BETTO",Somos Perú,Ancash,2º Fiscalia Superior Mixta De Ancash,"01305010602-2004-
0004130000","Jul 23, 2004",Con Dictamen,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD
"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,08º Fiscalia Provincial Penal De Chiclayo,"02406070108-2003-
0004920000","Jul 8, 2004",Con Rubrica,DAÑOS
"LIZANA SANTOS, MÁRTIRES",Fuerza Popular,Piura,1º Fiscalia Superior Mixta De Piura,"02605060601-2004-
0002670000","May 14, 2004",Con Dictamen,ABUSO DE AUTORIDAD
"TITO ORTEGA, ERWIN",Fuerza Popular,Junín,05º Fiscalia Provincial Penal De Huancayo,"02206010105-2000-
0005500000","Feb 10, 2004",Con Dictamen,ABUSO DE AUTORIDAD
"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,03º Fiscalia Superior Penal De Lambayeque,"02406070108-2003-
0002750001","Jan 28, 2004",Con Dictamen,ABUSO DE AUTORIDAD (OMISION Y REHUS.RETARD.ACTO.OFIC.)
"BURGA CHUQUIPIONDO, RICARDO MIGUEL",Acción Popular,Lima,13º Fiscalia Provincial En Lo Penal De Lima,"00506010146-2000-
0004200001","Oct 31, 2003",Con Dictamen,CONTRA EL PATRIMONIO
"PUÑO LECARNAQUE, NAPOLEÓN",APP,Tumbes,1º Fiscalia Provincial Mixta De Tumbes,"03506090601-2003-
0000230000","Sep 16, 2003",Investigacion Policial,ABUSO DE AUTORIDAD
"COSTA SANTOLALLA, GINO FRANCISCO",Morado,Lima,06º Fiscalia Provincial En Lo Penal De Lima-Norte,"00606010102-2001-
0005240000","Aug 29, 2003",Con Rubrica,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD
"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,06º Fiscalia Provincial Penal De Chiclayo,"02406070106-2003-
0004430000","Aug 26, 2003",Archivo Definitivo,ABUSO DE AUTORIDAD
"COSTA SANTOLALLA, GINO FRANCISCO",Morado,Lima,04º Fiscalia Especializada Anticorrupcion,"00507012905-2003-
0000160000","Aug 26, 2003",Derivado,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA )
"CAYLLAHUA BARRIENTOS, WILMER",Frepap,Lima,01º Fiscalia Provincial Penal De Santa Anita,"03406010101-2003-
0009140000","Aug 5, 2003",Formalizacion,OMISIÓN DE ASISTENCIA FAMILIAR (ABANDONO DE MUJER EMBARAZADA)
"BURGA CHUQUIPIONDO, RICARDO MIGUEL",Acción Popular,Lima,13º Fiscalia Provincial En Lo Penal De Lima,"00506010146-2000-
0004200000","Jun 11, 2003",Con Dictamen,CONTRA EL PATRIMONIO
"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,08º Fiscalia Provincial Penal De Chiclayo,"02406070108-2003-
0002750000","May 22, 2003",Formalizacion,ABUSO DE AUTORIDAD (OMISION Y REHUS.RETARD.ACTO.OFIC.)
"PUÑO LECARNAQUE, NAPOLEÓN",APP,Tumbes,2º Fiscalia Provincial Mixta De Tumbes,"03506090602-2002-
0003820000","Feb 24, 2003",Archivo Definitivo,ABUSO DE AUTORIDAD
